31217,,A,2014-04-18
31443,,B,
31604,,A,2014-07-13
31622,BR,C,2019-02-19
31625,,B,2014-04-17
31630,500T,Manual,
31636,BR,C,2019-03-14
31733,BR,C,2018-07-26
31876,,C,
32001,1185L,A,2019-02-15
32074,BR,C,2019-03-16
32324,,B,
32394,1006L,Manual,
32397,BR,C,2018-02-16
32431,BR,C,2019-03-01
32473,,C,2014-08-26
32612,1185L,B,2018-02-18
32655,1185L,B,2019-04-03
32672,BR,C,
32728,,C,2014-04-19
32759,BR,C,2018-12-17
32857,1185L,A,2018-07-24
32866,1185L,A,2019-02-15
32923,,B,
32942,,B,
33012,BR,C,2019-03-31
33021,1185L,A,
33171,BR,C,2018-11-15
33356,,C,
33481,,C,2014-03-18
33540,BR,C,2018-05-30
33644,BR,C,2018-06-20
33682,BR,C,2019-01-10
33736,BR,C,
33823,BR,C,2018-06-26
33825,1185L,A,2016-03-10
33902,BR,C,2019-01-21
33932,500T,Manual,2014-06-04
33944,BR,C,
34045,BR,C,2019-01-24
34102,88P,Manual,2014-04-30
34109,BR,C,2018-08-12
34153,BR,C,2018-04-17
34193,BR,C,2019-03-18
34197,487L,Manual,
34235,,A,2014-04-28
34287,,C,2016-09-05
34321,BR,C,2018-02-08
34324,BR,C,2019-01-22
34356,BR,C,2019-02-25
34534,1000L,Manual,
34551,,C,2018-06-01
34552,,B,2014-03-31
34620,,C,2014-03-21
34635,1185L,B,2018-08-12
34669,BR,C,2018-02-06
34709,BR,C,2018-02-16
34711,BR,C,2018-09-08
34756,,B,2014-03-26
34770,BR,C,
34843,1185L,B,2019-03-04
34937,BR,C,2018-04-12
35011,,C,
35045,1185L,A,2019-01-23
35144,1185L,B,2018-07-31
35158,,A,
35271,1185L,A,2019-03-13
35306,,B,2014-07-14
35362,,C,
35408,BR,C,2017-09-17
35459,BR,C,2019-03-21
35543,,C,2014-03-17
35550,,C,2014-04-23
35608,BR,C,2019-01-23
35664,BR,C,2019-03-30
35674,1185L,Manual,
35678,1185L,B,2018-06-16
35721,,B,
35925,BR,C,
36100,500T,Manual,2014-05-19
36126,BR,C,
36188,500T,Manual,
36230,1185L,A,
36312,BR,C,
36358,432T,Manual,2014-05-05
36431,1006L,Manual,
36468,BR,C,
36509,BR,C,2015-03-20
36528,BR,C,2015-03-16
36537,BR,C,2019-02-16
36675,BR,C,2019-03-10
36785,1185L,A,
36799,500T,Manual,
36865,500T,Manual,2014-03-22
36918,BR,C,
36937,500T,Manual,2014-05-06
37029,1185L,B,2018-02-26
37128,457T,Manual,2014-04-11
37182,500T,Manual,
37188,78T,Manual,2015-08-09
37217,BR,C,2018-12-29
37237,54T,Manual,
37248,450T,Manual,2014-04-22
37259,1185L,B,2018-06-02
37263,500T,Manual,
37283,260T,Manual,2014-05-25
37294,748L,Manual,
37304,BR,C,2019-03-09
37316,300T,Manual,2014-04-14
37326,BR,C,2019-02-20
37351,BR,C,2019-01-12
37416,1185L,A,2018-05-11
37423,158L,Manual,
37483,966L,Manual,
37512,500T,Manual,2014-04-23
37602,500T,Manual,2014-05-13
37633,500T,Manual,2014-05-01
37645,500T,Manual,2014-05-01
37657,500T,Manual,2014-05-13
37672,500L,Manual,2014-05-02
37677,256T,Manual,2014-05-01
37678,1185L,A,
37680,487T,Manual,2014-05-10
37682,1185L,A,2014-05-02
37744,1185L,A,2018-07-11
37796,500T,Manual,2014-05-09
37797,241T,Manual,2014-05-09
37844,925L,Manual,2014-05-14
37903,989L,Manual,2014-05-20
38168,1185L,B,2014-05-14
38218,487T,Manual,2014-05-20
38313,1185L,B,2019-03-04
38473,BR,C,2018-02-14
38507,500T,Manual,2014-05-20
38657,500T,Manual,
38693,500T,Manual,2014-05-20
38699,1185L,B,2019-02-15
38730,BR,C,2019-01-30
38863,BR,C,2014-06-04
38967,BR,C,2019-01-15
39220,1185L,A,2019-03-03
39467,500T,Manual,2014-06-10
39491,1185L,B,2018-05-07
39579,BR,C,2019-03-02
39661,200T,Manual,2014-05-31
39779,BR,C,2019-01-06
39828,1185L,A,2018-07-24
39969,1185L,B,2019-01-21
40300,1185L,A,2018-08-21
40850,1185L,B,2019-03-07
40858,200T,Manual,
40930,1185L,A,2019-03-23
40947,1185L,Manual,
41036,BR,C,2017-08-12
41185,BR,C,2018-05-25
41329,BR,C,2019-03-24
41468,BR,C,2019-02-24
41585,BR,C,2018-12-26
41634,1185L,B,2015-06-03
41829,1185L,A,2014-07-22
42065,1185L,B,2019-03-31
42146,1185L,A,2019-02-11
42379,BR,C,2019-03-23
42404,1185L,B,2018-05-23
42429,1000L,Manual,
42605,BR,C,2018-12-01
42740,1185L,A,2014-07-28
42988,1185L,A,2014-09-10
42991,1185L,B,2014-09-12
43410,1185L,B,2019-02-10
43447,BR,C,2018-05-08
43744,BR,C,2019-01-01
43752,BR,C,2014-09-17
43863,BR,C,2019-03-19
43884,592,Manual,2014-10-11
43997,BR,C,2019-03-10
44253,957L,Manual,
44468,1185L,B,2018-05-30
44527,BR,C,2019-02-11
44616,BR,C,2018-02-16
44836,BR,C,2018-05-10
44941,BR,C,2019-03-01
44954,1185L,A,
45007,BR,C,2019-03-15
45045,1185L,A,2016-04-20
45072,BR,C,2019-02-28
45095,BR,C,2019-04-04
45398,1185L,B,
45507,BR,C,2019-02-24
45516,BR,C,2019-02-07
45604,BR,C,2018-02-19
45770,1185L,A,2018-04-27
45797,BR,C,2015-05-01
45804,BR,C,2019-01-11
45828,BR,C,2019-02-16
45880,BR,C,2019-02-11
45897,BR,C,2018-03-05
45920,1185L,B,2019-02-28
45945,1185L,Manual,2015-05-22
46075,BR,C,
46208,BR,C,2019-03-23
46266,1185L,A,2018-06-08
46353,BR,C,2019-02-03
46384,1185L,A,2019-01-03
46390,1185L,B,2019-02-11
46487,BR,C,2019-02-18
46552,1185L,A,2015-03-19
46622,1185L,A,2019-04-03
46636,BR,C,
46662,1185L,B,2019-01-09
46768,BR,C,2019-02-28
46823,BR,C,2018-07-04
46876,BR,C,2019-03-01
47022,1185L,B,2019-03-07
47088,BR,C,2019-01-09
47096,BR,C,2019-03-18
47130,1185L,B,2016-08-18
47131,BR,C,2019-03-13
47280,BR,C,2018-04-10
47434,1185L,A,2019-03-14
47467,1185L,B,2015-04-15
47530,1185L,A,
47683,1185L,B,2019-02-09
47786,1185L,B,2016-08-12
47803,1185L,B,
47808,BR,C,
48069,530L,Manual,2015-09-29
48153,1185L,A,
48168,1185L,A,
48187,1185L,A,2018-09-19
48256,1185L,B,2018-12-14
48270,1185L,B,2018-05-24
48329,BR,C,2019-02-20
48401,1185L,B,2019-04-02
48525,BR,C,
48566,BR,C,2018-04-28
48614,BR,C,2019-02-27
48714,BR,C,2019-04-04
48778,BR,C,2018-05-14
48846,1185L,A,2015-06-10
48874,BR,C,2019-03-27
48875,BR,C,2018-02-15
48911,BR,C,2018-04-22
48931,BR,C,2019-01-11
48936,1185L,A,2019-01-14
48946,BR,C,
49010,BR,C,2015-05-17
49083,1185L,B,2019-02-28
49100,1185L,B,2019-03-08
49392,BR,C,2019-03-03
49424,1185L,A,
49492,BR,C,2018-12-21
49501,BR,C,2019-03-12
49567,1185L,A,2019-03-12
49676,1185L,A,2015-08-24
49684,BR,C,2015-11-14
49794,BR,C,2019-01-19
49797,BR,C,2019-03-21
49879,1185L,Manual,
49886,BR,C,2019-03-19
49906,1185L,A,2019-03-13
49923,1185L,A,2018-06-28
50023,1185L,B,2018-05-17
50068,BR,C,2015-05-29
50175,BR,C,
50192,1185L,B,2018-08-28
50201,BR,C,2019-03-18
50241,1185L,B,2015-08-18
50407,1185L,A,2019-02-16
50455,BR,C,2019-03-25
50488,1185L,A,2019-03-01
50612,BR,C,2015-06-10
50658,BR,C,2015-06-09
50801,1185L,B,2019-02-22
50812,1185L,B,2016-06-22
50886,1185L,B,2019-02-13
50912,1185L,A,2017-05-03
50919,BR,C,2019-02-11
50921,1185L,B,2019-03-08
50930,1185L,A,2019-02-25
51088,1185L,A,2015-07-01
51134,BR,C,2018-04-20
51182,BR,C,2018-09-07
51264,BR,C,2015-07-01
51359,1185L,A,2016-08-10
51397,BR,C,2019-03-01
51421,1185L,A,2018-04-09
51479,BR,C,2019-02-21
51481,BR,C,2016-06-01
51497,1185L,B,2015-08-20
51620,1185L,A,2019-01-16
51790,BR,C,
51812,BR,C,
51848,BR,C,2018-10-16
51905,1185L,A,2016-04-19
51914,BR,C,2019-04-03
51917,BR,C,2019-03-13
51958,1185L,B,2019-03-11
51976,1185L,A,2015-07-06
51982,1185L,A,2015-07-17
51997,1185L,A,2015-07-06
52240,BR,C,
52291,BR,C,2015-07-10
52334,1185L,A,2019-02-06
52383,1185L,B,2019-03-13
52397,BR,C,2019-02-24
52398,BR,C,2019-03-21
52402,1185L,B,2016-10-05
52525,1185L,B,2018-02-13
52641,1185L,B,2018-02-17
52849,1185L,A,2019-03-03
52864,1185L,B,2015-07-23
52883,BR,C,2019-01-08
52907,1185L,A,2019-02-24
52912,1185L,A,2015-10-01
53037,BR,C,2019-03-03
53208,1185L,B,2018-06-07
53454,BR,C,2019-03-26
53480,1185L,B,
53499,1185L,A,
53508,BR,C,2018-09-29
53535,1185L,B,
53557,BR,C,2016-04-26
53598,1185L,B,2018-10-05
53633,1185L,A,2015-09-11
53690,1185L,B,2019-01-08
53742,BR,C,
53790,BR,C,2019-03-15
53820,BR,C,2018-02-14
53829,1185L,B,2015-08-28
53857,1185L,B,2015-08-26
53875,BR,C,2018-06-06
53918,1185L,B,2018-10-03
53958,1185L,B,2016-04-15
54000,BR,C,2015-09-10
54095,BR,C,2015-09-09
54167,BR,C,2018-02-17
54207,BR,C,2019-04-03
54208,1185L,A,2019-04-03
54209,BR,C,2019-02-09
54265,1185L,B,2019-02-04
54271,1185L,A,2018-04-11
54274,BR,C,2016-09-05
54354,BR,C,2018-11-14
54401,BR,C,2018-12-22
54455,1185L,B,
54554,BR,C,2016-05-17
54602,1185L,A,2019-03-01
54685,1185L,B,2019-02-28
54733,BR,C,2018-09-26
54738,BR,C,2019-02-19
54744,BR,C,2019-01-27
54989,1185L,B,
55054,1185L,A,2019-02-25
55104,BR,C,2019-04-04
55136,1185L,B,
55177,1185L,A,
55185,BR,C,2019-03-03
55297,BR,C,2019-03-12
55312,BR,C,
55331,BR,C,
55373,1185L,A,2016-10-07
55382,BR,C,
55391,1185L,A,2015-10-19
55408,1185L,B,2016-10-03
55433,BR,C,2019-01-26
55504,1185L,B,2019-02-24
55518,1185L,B,
55527,1185L,A,2018-10-16
55605,BR,C,2018-02-15
55668,1185L,B,2018-05-21
55691,1185L,B,2018-02-17
55709,1185L,B,2019-03-10
55719,BR,C,2019-02-04
55786,BR,C,2019-03-22
55902,BR,C,
55961,BR,C,2019-01-18
55986,1185L,A,
55997,1185L,B,2019-02-13
56021,BR,C,
56185,BR,C,
56202,BR,C,2018-07-04
56203,BR,C,2019-04-02
56206,BR,C,2019-02-12
56249,1185L,B,2016-03-21
56318,BR,C,2016-05-12
56334,BR,C,2019-04-04
56444,1185L,B,
56446,1185L,B,
56477,BR,C,
56488,BR,C,
56535,1185L,B,
56609,BR,C,2017-02-06
56664,BR,C,2018-02-21
56715,1185L,B,2019-03-29
56736,1185L,A,2018-10-16
56742,BR,C,2019-02-17
56812,1185L,A,2018-12-14
56915,1185L,A,2018-10-30
56935,BR,C,2017-10-05
57095,BR,C,2019-04-04
57152,BR,C,
57227,1185L,B,2016-11-10
57268,1185L,B,2018-06-28
57286,BR,C,
57405,BR,C,2019-01-22
57459,BR,C,2017-12-21
57543,1185L,B,
57564,1185L,A,
57613,BR,C,
57627,1185L,A,2016-04-21
57630,1185L,A,2016-04-21
57698,1185L,A,
57719,1185L,B,2019-02-07
57778,BR,C,2017-02-27
57782,1185L,B,2019-01-20
57792,BR,C,
57813,BR,C,2018-05-14
57896,BR,C,2019-01-31
57910,BR,C,2019-02-15
57923,BR,C,2019-03-13
57947,BR,C,2019-01-30
57950,BR,C,2019-02-09
57964,1185L,A,2016-05-05
57998,1185L,B,2019-02-26
58032,BR,C,2016-05-04
58072,1185L,B,2016-05-02
58074,BR,C,2019-02-18
58092,1185L,A,2016-05-03
58096,1185L,A,2019-03-22
58098,BR,C,2019-01-11
58100,BR,C,2018-02-06
58102,1185L,B,2019-03-16
58158,1185L,A,2016-05-04
58162,BR,C,2019-02-23
58168,1185L,B,2016-05-10
58184,1185L,A,2016-05-06
58275,1185L,A,2019-03-01
58293,BR,C,
58323,BR,C,2016-05-10
58331,1185L,A,2018-05-04
58338,1185L,B,2018-06-06
58387,BR,C,2019-03-01
58397,BR,C,2018-04-15
58441,1185L,B,2019-03-28
58447,BR,C,2018-10-03
58463,BR,C,
58496,BR,C,2019-04-04
58501,1185L,A,2017-06-22
58636,1185L,A,2019-03-09
58646,BR,C,2019-03-24
58745,1185L,B,2018-05-16
58774,BR,C,2019-03-03
58836,BR,C,2017-12-19
58842,BR,C,2019-03-10
58852,BR,C,2017-12-15
58855,1185L,B,2016-05-24
58894,1185L,B,2017-05-09
58990,1185L,B,2019-02-22
59005,1185L,B,2016-05-26
59018,BR,C,2019-03-03
59118,1185L,B,2019-02-28
59145,1185L,B,2016-06-01
59177,BR,C,2017-02-06
59182,BR,C,2019-03-27
59212,1185L,A,2019-03-01
59302,1185L,A,2016-06-09
59330,BR,C,2016-06-04
59351,BR,C,
59404,1185L,B,2018-02-13
59415,1185L,A,2018-11-25
59428,1185L,A,
59437,BR,C,2019-01-27
59506,1185L,B,2018-05-05
59518,BR,C,2018-02-14
59540,1185L,B,2019-04-01
59568,BR,C,
59599,BR,C,2019-01-20
59622,1185L,B,2019-01-21
59623,1185L,B,2019-02-21
59644,BR,C,2016-07-25
59801,1185L,B,2018-08-21
59836,1185L,B,
59845,1185L,A,2018-05-30
59854,BR,C,2019-02-18
59856,1185L,A,2016-06-15
59899,1185L,B,
59921,1185L,B,2018-12-15
59924,BR,C,2018-02-21
60088,1185L,B,2016-06-30
60091,BR,C,2016-06-20
60107,BR,C,
60184,BR,C,2018-02-17
60228,1185L,B,2019-02-23
60315,1185L,B,2019-03-30
60337,1185L,B,2018-04-22
60341,1185L,A,2019-01-25
60356,BR,C,2018-12-29
60412,1185L,A,2018-02-06
60445,1185L,A,
60446,BR,C,2018-03-27
60479,BR,C,2019-02-20
60635,BR,C,2019-01-14
60646,1185L,A,2019-03-08
60648,BR,C,2019-01-14
60660,1185L,A,2018-02-10
60698,1185L,B,2016-06-29
60730,BR,C,2016-06-29
60795,BR,C,2016-07-07
60813,1185L,B,2016-07-07
60839,BR,C,2018-04-24
60857,BR,C,2018-05-30
60880,1185L,A,2016-07-06
60933,BR,C,2018-09-06
60959,BR,C,2018-03-05
61007,1185L,A,2019-03-16
61016,1185L,B,2016-07-06
61027,1185L,A,2019-02-22
61054,1185L,A,2018-03-02
61068,1185L,A,2016-07-07
61073,1185L,B,2018-03-12
61096,BR,C,2019-01-30
61116,BR,C,2019-02-13
61148,1185L,A,2016-07-09
61152,BR,C,2016-07-09
61219,BR,C,2016-08-17
61232,1185L,B,2019-03-02
61243,BR,C,2018-02-09
61341,BR,C,2018-05-02
61355,BR,C,2018-08-26
61363,1185L,A,
61380,BR,C,2018-02-12
61413,BR,C,2018-02-20
61477,BR,C,2018-12-20
61496,BR,C,2019-03-08
61572,1185L,A,2018-02-08
61614,BR,C,2019-03-22
61663,1185L,A,2019-02-26
61698,BR,C,2018-11-16
61713,BR,C,
61731,1185L,A,2019-01-29
61757,BR,C,2019-02-28
61787,BR,C,2019-01-22
61818,1185L,B,2018-02-28
61857,1185L,A,2018-10-20
61883,1185L,A,2016-07-30
62052,BR,C,2016-08-03
62053,1185L,B,2019-01-16
62072,BR,C,2017-05-15
62109,1185L,B,2016-09-13
62133,1185L,A,
62167,1185L,B,2019-02-06
62182,1185L,A,2019-03-25
62202,BR,C,2016-08-09
62221,1185L,B,2018-12-20
62266,1185L,B,2016-08-10
62279,1185L,A,2018-09-05
62300,BR,C,2017-05-25
62328,BR,C,2019-03-11
62382,1185L,B,2017-02-06
62462,1185L,A,2016-08-16
62493,BR,C,2019-03-08
62622,BR,C,2016-08-21
62653,BR,C,2018-07-13
62722,BR,C,2019-01-22
62781,1185L,A,2016-09-21
62818,1185L,B,2018-06-12
62864,BR,C,2016-09-07
62898,BR,C,2019-03-14
62911,BR,C,2018-09-19
62937,BR,C,2016-10-17
63100,BR,C,
63117,1185L,A,2016-09-13
63270,BR,C,2016-10-03
63287,1185L,B,2018-06-17
63296,BR,C,2019-02-18
63302,1185L,B,2016-09-19
63346,1185L,A,2018-05-22
63354,BR,C,2019-02-05
63357,BR,C,
63448,1185L,B,2018-05-01
63464,1185L,B,2019-03-01
63473,1185L,B,2017-12-14
63478,BR,C,2016-09-27
63485,BR,C,2016-09-27
63508,1185L,A,2016-10-04
63518,BR,C,2018-01-20
63551,BR,C,
63561,1185L,B,2019-02-02
63567,1185L,B,
63594,BR,C,
63602,1185L,B,2019-02-16
63606,BR,C,2018-10-25
63629,1185L,A,2019-03-27
63656,1185L,B,
63670,1185L,B,2016-10-04
63708,BR,C,2017-02-02
63758,1185L,A,2018-09-28
63818,1185L,B,2016-10-09
63837,BR,C,2018-12-19
63839,BR,C,2019-03-15
63879,BR,C,2018-02-14
63907,BR,C,2018-02-14
63909,BR,C,2018-05-09
63918,1185L,B,2016-10-30
63940,1185L,B,2016-10-18
63946,1185L,A,2019-03-10
63954,1185L,B,
63975,1185L,A,
64016,BR,C,
64033,BR,C,2019-02-07
64052,BR,C,2016-10-18
64059,1185L,A,
64074,1185L,A,2016-10-22
64087,BR,C,2018-02-08
64104,1185L,B,2016-10-23
64111,1185L,A,
64116,BR,C,2019-03-26
64124,BR,C,2016-10-30
64194,BR,C,2019-01-08
64203,BR,C,2018-11-03
64219,1185L,B,2016-12-07
64226,1185L,A,2018-02-14
64233,1185L,B,2016-10-29
64270,BR,C,2016-11-07
64286,BR,C,2016-11-01
64288,BR,C,2016-11-01
64295,1185L,B,2017-07-20
64360,1185L,B,
64406,BR,C,
64409,1185L,A,2016-11-07
64471,1185L,A,
64475,1185L,A,2016-11-16
64493,BR,C,2017-04-27
64506,1185L,A,2016-12-01
64518,1185L,B,2017-03-10
64544,BR,C,2017-05-05
64560,1185L,A,2018-10-28
64591,BR,C,2019-03-25
64625,1185L,B,2018-03-09
64661,1185L,B,2016-11-17
64686,BR,C,2018-11-13
64702,BR,C,2017-01-25
64762,BR,C,2019-01-18
64767,BR,C,2019-02-20
64834,1185L,B,2019-03-20
64986,BR,C,2016-12-04
65008,1185L,B,
65095,BR,C,2017-01-02
65124,BR,C,2016-12-14
65125,BR,C,2018-04-22
65186,BR,C,2016-12-29
65205,1185L,B,
65214,BR,C,2018-12-12
65226,BR,C,2017-03-06
65241,1185L,A,2016-12-31
65260,1185L,B,2016-12-28
65268,1185L,B,2018-05-22
65280,BR,C,2018-11-07
65288,BR,C,2016-12-31
65386,BR,C,2018-12-24
65429,1185L,B,2017-08-01
65434,1185L,B,2018-04-23
65436,BR,C,
65488,BR,C,2018-08-09
65493,BR,C,2018-03-06
65494,1185L,A,
65506,BR,C,2017-01-10
65512,1185L,A,2017-01-10
65535,1185L,A,2017-01-11
65568,1185L,A,2018-03-08
65570,1185L,A,2017-01-23
65593,1185L,A,2017-01-13
65607,1185L,B,2017-05-16
65629,BR,C,2017-01-15
65632,BR,C,2017-01-15
65663,BR,C,2019-03-07
65685,1185L,B,2019-04-03
65720,1185L,B,2017-01-17
65730,BR,C,2018-12-21
65734,1185L,A,2017-01-28
65742,1185L,A,2017-01-18
65764,1185L,B,2017-01-17
65815,1185L,B,
65817,1185L,B,2017-01-18
65822,1185L,A,2018-06-04
65838,1185L,B,2018-06-04
65839,BR,C,2017-12-27
65843,BR,C,2017-02-15
65892,BR,C,
65929,1185L,A,2017-01-24
65941,BR,C,2018-10-05
65952,1185L,B,2017-12-02
65955,BR,C,2017-01-22
65976,1185L,B,2017-01-23
66107,1185L,B,2017-02-07
66114,1185L,B,2017-01-26
66120,1185L,B,2019-03-28
66151,BR,C,2017-01-27
66184,1185L,A,2017-01-31
66273,1185L,A,
66295,BR,C,2017-02-06
66302,BR,C,2018-03-02
66330,1185L,B,2017-02-02
66348,1185L,B,2018-02-09
66377,BR,C,2017-03-01
66385,BR,C,2019-02-18
66386,1185L,B,2017-02-04
66408,1185L,B,2017-02-21
66414,1185L,B,
66426,BR,C,2017-02-13
66447,BR,C,2019-01-27
66469,1185L,B,2017-02-06
66513,1185L,B,2017-02-07
66539,BR,C,2019-03-10
66572,1185L,A,2019-03-27
66619,1185L,B,2017-02-13
66672,1185L,A,2019-03-05
66688,BR,C,2019-02-11
66708,1185L,B,2017-02-15
66713,BR,C,2019-02-16
66735,BR,C,2019-02-15
66744,BR,C,2017-02-23
66745,1185L,B,2017-02-16
66747,1185L,B,2019-02-26
66751,BR,C,2019-03-04
66755,1185L,B,2018-10-25
66769,BR,C,2019-02-07
66817,1185L,A,2017-02-21
66820,BR,C,2018-02-26
66822,1185L,B,2017-02-18
66844,1185L,A,2018-11-29
66869,BR,C,2017-02-23
66886,1185L,A,2017-02-20
66944,BR,C,2019-01-18
66953,1185L,A,2017-02-21
66954,BR,C,2018-06-08
66956,BR,C,2019-02-17
66964,BR,C,2019-01-18
66971,BR,C,2018-02-07
66978,1185L,A,2018-02-27
67017,BR,C,2017-04-03
67021,1185L,B,2017-02-22
67033,BR,C,2017-02-22
67042,BR,C,2018-12-21
67066,BR,C,2018-06-25
67070,1185L,B,2018-02-17
67071,BR,C,2017-02-23
67095,1185L,B,2017-02-24
67098,1185L,A,2019-01-14
67103,1185L,A,
67107,BR,C,2019-03-03
67116,1185L,B,2017-02-25
67122,1185L,B,2017-02-25
67130,1185L,B,2019-02-17
67132,BR,C,2017-02-25
67142,1185L,B,2017-02-28
67145,1185L,B,2018-02-17
67181,1185L,A,2019-03-29
67194,BR,C,
67226,1185L,A,2018-05-24
67260,BR,C,2017-03-09
67304,BR,C,2019-02-20
67331,1185L,B,2017-03-07
67351,BR,C,2017-03-23
67370,BR,C,
67398,BR,C,2018-09-25
67454,1185L,A,2017-03-06
67492,1185L,A,2017-07-27
67516,1185L,A,2017-03-07
67521,BR,C,2019-02-27
67532,1185L,A,
67546,BR,C,2017-03-08
67555,1185L,B,2017-03-12
67566,BR,C,2019-04-01
67594,1185L,B,2017-03-10
67622,BR,C,2019-03-01
67631,BR,C,2019-03-25
67632,BR,C,2019-01-13
67638,BR,C,2017-03-10
67639,BR,C,2017-03-10
67642,1185L,B,2017-03-13
67652,BR,C,2019-02-18
67655,BR,C,2018-09-14
67683,BR,C,2017-03-13
67689,BR,C,2017-04-11
67702,1185L,A,2019-03-21
67707,1185L,B,2017-03-13
67709,BR,C,2019-02-23
67719,BR,C,2019-01-03
67731,1185L,A,2019-03-04
67735,BR,C,2018-02-27
67742,1185L,B,2019-02-23
67743,1185L,B,2017-03-13
67745,1185L,B,2017-03-13
67767,BR,C,2017-03-13
67785,1185L,A,2017-05-25
67788,1185L,B,2017-03-13
67827,BR,C,2019-01-22
67839,1185L,B,2017-03-15
67893,1185L,B,2019-03-31
67907,BR,C,2019-01-03
67911,BR,C,2017-03-19
67912,1185L,A,
67918,BR,C,2017-03-23
67941,BR,C,2019-03-15
67947,1185L,B,2019-03-25
67965,BR,C,2018-11-19
67985,BR,C,
67988,BR,C,2018-05-31
67992,1185L,A,2019-03-17
67994,1185L,A,2018-03-26
68003,1185L,A,2019-03-04
68013,BR,C,2019-02-20
68046,1185L,A,2017-06-19
68124,1185L,B,2018-12-19
68141,BR,C,2018-01-08
68150,BR,C,2017-03-29
68158,1185L,A,
68159,BR,C,2019-01-24
68172,1185L,B,2017-03-31
68183,BR,C,2018-03-03
68239,BR,C,2017-05-19
68251,BR,C,2018-08-24
68258,BR,C,2017-04-01
68264,BR,C,2017-04-01
68295,1185L,A,2017-04-14
68301,BR,C,2017-04-03
68342,BR,C,2017-04-04
68343,BR,C,2017-04-04
68349,1185L,A,2017-04-04
68352,1185L,B,2017-04-04
68353,BR,C,2017-04-04
68354,1185L,B,2017-04-04
68363,1185L,A,
68366,1185L,B,2017-04-04
68376,1185L,B,2017-04-04
68377,BR,C,2017-04-06
68378,BR,C,2017-07-06
68379,BR,C,2018-03-22
68381,1185L,B,2017-04-05
68382,1185L,B,2017-04-05
68384,1185L,A,2017-04-05
68387,1185L,A,2017-04-05
68388,1185L,A,2017-04-05
68389,BR,C,2017-08-10
68394,BR,C,2019-01-30
68399,BR,C,2017-04-05
68402,1185L,B,2017-04-05
68405,BR,C,2017-04-05
68411,1185L,A,2017-04-05
68414,1185L,B,2017-04-06
68417,1185L,A,2017-04-14
68432,BR,C,2017-04-06
68433,BR,C,2017-05-11
68436,BR,C,2017-04-13
68437,1185L,A,2017-04-07
68441,BR,C,2017-04-06
